http:^^www.cs.cornell.edu^Info^Department^Annual94^Faculty^Salton.html,faculty,Cornell,14,87,623,0.5971107544141252,6.398073836276083,181,33,0.18232044198895028,1,3,4,2,13,13,25,30,29,27,25
http:^^www.cs.rochester.edu^u^wei^,faculty,misc,0,68,68,0.7941176470588235,5.852941176470588,88,55,0.625,0,2,1,2,0,0,5,5,4,3,4
http:^^www.cs.cornell.edu^Info^Department^Annual95^Faculty^VanLoan.html,faculty,Cornell,1,97,292,0.6746575342465754,6.465753424657534,98,35,0.35714285714285715,0,3,3,2,6,0,6,6,4,3,5
http:^^www.cs.uoregon.edu^CIS^faculty_staff^ritter.html,faculty,misc,0,40,37,0.7837837837837838,6.405405405405405,39,31,0.7948717948717948,2,3,2,0,0,1,5,5,5,4,5
http:^^vip.cs.utsa.edu^personnel^srobbins.html,faculty,misc,0,57,96,0.7291666666666666,7.166666666666667,55,35,0.6363636363636364,0,1,0,0,0,0,4,10,10,9,3
http:^^www.cs.ualberta.ca^~tony^,faculty,misc,0,82,106,0.660377358490566,5.990566037735849,119,79,0.6638655462184874,0,1,8,0,0,3,9,6,8,5,7
http:^^www.cs.cornell.edu^Info^People^skeshav^,faculty,Cornell,4,125,637,0.6043956043956044,4.949764521193092,184,58,0.31521739130434784,1,4,18,2,2,1,5,6,4,2,7
http:^^www.eecs.umich.edu^~tnm^,faculty,misc,3,51,44,0.8409090909090909,7.704545454545454,74,41,0.5540540540540541,10,2,5,0,0,1,2,2,3,4,3
http:^^www.cs.rice.edu^~willy^,faculty,misc,5,77,210,0.6428571428571429,6.171428571428572,62,42,0.6774193548387096,1,1,5,0,0,2,7,13,11,13,8
http:^^www.cs.cornell.edu^Info^People^tve^tve.html,faculty,Cornell,0,181,670,0.5611940298507463,5.934328358208956,844,92,0.10900473933649289,4,2,0,2,12,3,4,20,17,15,6
http:^^www.cs.uidaho.edu^faculty^krings.html,faculty,misc,-1,99,162,0.8024691358024691,6.660493827160494,135,90,0.6666666666666666,6,2,7,0,0,2,10,15,12,13,11
http:^^web.cps.msu.edu^fac^fac^lee.html,faculty,misc,2,56,212,0.6839622641509434,5.490566037735849,62,37,0.5967741935483871,0,1,2,0,0,0,3,3,3,5,3
http:^^www.cs.hmc.edu^~hadas^,faculty,misc,2,126,67,0.8656716417910447,6.686567164179104,235,78,0.33191489361702126,0,3,0,0,1,2,3,4,3,1,4
http:^^www.cs.cornell.edu^Info^Department^Annual95^Faculty^Hartmanis.html,faculty,Cornell,3,132,529,0.5954631379962193,6.6351606805293,135,35,0.25925925925925924,0,3,3,2,8,4,15,20,15,12,14
http:^^www.cs.engr.uky.edu^~cheng^,faculty,misc,2,191,319,0.6896551724137931,5.799373040752351,389,180,0.46272493573264784,1,3,0,1,0,2,10,7,7,8,8
http:^^www.cs.usask.ca^faculty^bunt^,faculty,misc,6,194,493,0.59026369168357,5.488843813387424,243,124,0.5102880658436214,4,3,11,0,2,2,30,27,28,33,31
http:^^www.isi.edu^software-sciences^wile^home-page.html,faculty,misc,2,64,186,0.7096774193548387,6.704301075268817,90,43,0.4777777777777778,0,2,10,2,0,8,14,22,17,19,17
http:^^www.cs.ualberta.ca^~jeffp^,faculty,misc,2,56,131,0.7175572519083969,6.9465648854961835,78,36,0.46153846153846156,1,1,5,0,1,0,11,12,12,10,11
http:^^www.cs.arizona.edu^people^rts^,faculty,misc,4,136,545,0.5724770642201835,5.900917431192661,114,56,0.49122807017543857,2,2,4,0,5,1,7,17,9,10,11
http:^^www.vuse.vanderbilt.edu^~spin^persinfo.html,faculty,misc,2,43,129,0.689922480620155,5.651162790697675,39,29,0.7435897435897436,0,2,1,0,0,0,5,5,6,4,7
http:^^www.cs.columbia.edu^info^research-guide^html^node11.html,faculty,misc,5,75,250,0.74,5.916,96,52,0.5416666666666666,0,1,0,0,0,0,5,8,10,10,6
http:^^cis.csuohio.edu^~munakata^,faculty,misc,0,44,43,0.8604651162790697,8.162790697674419,57,33,0.5789473684210527,4,4,4,2,0,1,4,4,3,2,3
http:^^www.cs.ndsu.NoDak.edu^~kmagel^index.html,faculty,misc,-2,41,116,0.7931034482758621,5.612068965517241,28,23,0.8214285714285714,0,1,1,0,1,2,3,5,3,3,5
http:^^web.cps.msu.edu^fac^fac^hughes.html,faculty,misc,0,84,211,0.7345971563981043,6.265402843601896,101,50,0.49504950495049505,0,1,2,0,0,4,10,9,9,13,9
http:^^www.cs.pitt.edu^~kirk^,faculty,misc,0,79,89,0.7640449438202247,5.303370786516854,59,34,0.576271186440678,1,2,7,0,1,1,5,4,4,3,5
http:^^www.scs.carleton.ca^scs^faculty^corriveau.html,faculty,misc,2,51,109,0.7339449541284404,6.385321100917431,61,46,0.7540983606557377,0,2,0,0,1,0,4,6,4,4,5
http:^^www.cs.buffalo.edu^pub^WWW^faculty^xinhe^,faculty,misc,0,29,56,0.8392857142857143,6.875,31,20,0.6451612903225806,0,3,0,0,0,1,3,5,4,4,3
http:^^www.cs.umass.edu^~thtml^people^fac^barrington.html,faculty,misc,0,46,141,0.6879432624113475,6.0638297872340425,30,19,0.6333333333333333,1,1,1,2,0,1,6,7,6,5,5
http:^^www.cs.missouri.edu^deptinfo_docs^saab.html,faculty,misc,0,40,50,0.86,6.5,70,37,0.5285714285714286,1,1,1,0,0,3,4,3,2,3,2
http:^^www.cs.cornell.edu^Info^People^cardie^cardie.html,faculty,Cornell,10,209,773,0.5342820181112549,6.416558861578267,481,98,0.20374220374220375,0,2,3,2,0,6,14,28,22,21,21
http:^^www.cs.uiowa.edu^~bonacina^,faculty,misc,0,68,187,0.6310160427807486,5.46524064171123,87,53,0.6091954022988506,0,2,1,1,5,0,7,9,7,5,7
http:^^web.cps.msu.edu^~weng^,faculty,misc,3,58,104,0.8076923076923077,6.6923076923076925,56,44,0.7857142857142857,4,1,1,0,0,2,8,8,8,5,8
http:^^www.cs.berkeley.edu^People^Faculty^Homepages^clancy.html,faculty,misc,1,90,183,0.6775956284153005,5.907103825136612,95,37,0.3894736842105263,0,2,0,0,4,1,3,2,3,2,3
http:^^HTTP.CS.Berkeley.EDU^~sinclair^,faculty,misc,1,110,282,0.6560283687943262,6.539007092198582,114,51,0.4473684210526316,0,2,14,1,1,1,6,8,7,8,7
http:^^clarinet.dcs.uky.edu:80^~seales^,faculty,misc,-1,51,54,0.8703703703703703,6.111111111111111,87,46,0.5287356321839081,3,2,0,1,0,2,4,5,4,3,4
http:^^www.isi.edu^soar^gratch^home.html,faculty,misc,3,39,126,0.8015873015873016,6.698412698412699,51,34,0.6666666666666666,2,1,7,2,0,2,8,10,10,11,8
http:^^www.cs.umd.edu^~gasarch^,faculty,misc,0,24,26,0.9230769230769231,7.961538461538462,23,15,0.6521739130434783,0,1,0,0,0,0,1,1,1,1,1
http:^^www.cs.usask.ca^homepages^faculty^grassman^,faculty,misc,-1,61,146,0.7123287671232876,6.205479452054795,66,35,0.5303030303030303,0,0,0,0,0,0,7,5,5,5,7
http:^^www.umcs.maine.edu^~markov^markowsky.html,faculty,misc,1,40,49,0.7959183673469388,7.653061224489796,60,37,0.6166666666666667,0,1,8,0,0,0,2,3,4,3,4
http:^^www.cs.uiuc.edu^CS_INFO_SERVER^DEPT_INFO^CS_FACULTY^FAC_HTMLS^mickunas.html,faculty,misc,0,42,43,0.9534883720930233,7.0,50,29,0.58,3,1,4,0,0,1,3,3,2,3,2
http:^^www.cs.usask.ca^homepages^faculty^eric^,faculty,misc,-2,116,274,0.6678832116788321,6.299270072992701,116,74,0.6379310344827587,5,2,4,0,1,0,7,8,6,3,7
http:^^www.cs.cornell.edu^Info^Department^Annual95^Faculty^Schneider.html,faculty,Cornell,9,209,1122,0.5303030303030303,6.603386809269162,171,35,0.2046783625730994,0,3,3,2,18,11,27,65,56,56,42
http:^^www.cs.rutgers.edu^~gerasoul^index.html,faculty,misc,2,97,135,0.5185185185185185,4.851851851851852,86,57,0.6627906976744186,6,0,4,0,0,1,2,4,2,2,2
http:^^www.cs.ucdavis.edu^Faculty^Pandey.html,faculty,misc,0,35,104,0.7019230769230769,6.451923076923077,33,21,0.6363636363636364,0,1,0,2,1,2,6,14,9,10,7
http:^^www.cis.ufl.edu^~ddd^,faculty,misc,-4,106,194,0.7216494845360825,5.175257731958763,147,77,0.5238095238095238,2,2,5,0,0,4,9,6,8,5,8
http:^^cs.nyu.edu^cs^faculty^davise^index.html,faculty,misc,2,135,282,0.7659574468085106,6.117021276595745,107,55,0.514018691588785,0,2,0,0,1,1,7,4,8,3,9
http:^^turing.cis.ibaraki.ac.jp,faculty,misc,1,59,100,0.74,6.13,65,43,0.6615384615384615,0,2,0,0,0,1,1,3,3,3,1
http:^^www.scs.carleton.ca^scs^faculty^krizanc.html,faculty,misc,0,63,132,0.7121212121212122,5.871212121212121,84,60,0.7142857142857143,3,2,0,0,0,3,6,10,7,7,6
http:^^phoenix.csc.calpoly.edu^~jshetler^index.html,faculty,misc,3,216,675,0.5777777777777777,6.057777777777778,136,48,0.35294117647058826,0,3,0,2,10,11,20,24,21,31,19
http:^^www.cs.umd.edu^~mount^,faculty,misc,1,65,108,0.7129629629629629,6.046296296296297,74,43,0.581081081081081,0,2,6,0,0,1,5,6,5,6,5
http:^^www.cis.ksu.edu^~bhoward^home.html,faculty,misc,1,76,124,0.717741935483871,7.5,138,80,0.5797101449275363,1,3,18,0,0,5,3,6,2,3,2
http:^^www.cs.vassar.edu^~ide^,faculty,misc,7,150,517,0.5609284332688588,6.005802707930368,132,62,0.4696969696969697,0,4,2,0,0,9,12,21,15,11,9
http:^^cswww.vuse.vanderbilt.edu^~pcf^index.html,faculty,misc,-2,156,410,0.5878048780487805,5.7073170731707314,177,77,0.4350282485875706,1,2,20,2,1,5,17,17,15,17,14
http:^^www.cs.umn.edu^faculty^norberg.html,faculty,misc,2,45,228,0.7017543859649122,6.93859649122807,82,49,0.5975609756097561,0,3,0,1,1,3,18,21,19,18,17
http:^^www-swiss.ai.mit.edu^~yip^index.html,faculty,misc,1,62,47,0.9148936170212766,6.957446808510638,44,30,0.6818181818181818,1,1,0,2,2,0,3,3,2,2,4
http:^^www.cs.uidaho.edu^~billjunk^,faculty,misc,0,97,109,0.6880733944954128,6.834862385321101,133,73,0.5488721804511278,0,3,0,0,1,1,6,11,11,10,12
http:^^ai.eecs.umich.edu^people^kdkd^home.html,faculty,misc,12,120,354,0.7005649717514124,6.002824858757062,161,81,0.5031055900621118,0,1,16,0,0,4,17,21,17,23,21
http:^^www.cs.ucsb.edu^~bruno^,faculty,misc,3,76,283,0.6431095406360424,6.229681978798586,88,36,0.4090909090909091,1,2,5,0,6,0,11,18,17,9,12
http:^^www.cs.ualberta.ca^~li^,faculty,misc,1,82,68,0.7941176470588235,7.632352941176471,124,71,0.5725806451612904,0,2,2,0,1,1,5,5,5,4,5
http:^^www.cis.ufl.edu^~jstaudh^,faculty,misc,0,30,28,0.9285714285714286,6.535714285714286,26,23,0.8846153846153846,1,1,2,0,0,1,3,2,2,2,2
http:^^www.cs.tamu.edu^faculty^jcliu^,faculty,misc,-1,24,35,0.8857142857142857,6.628571428571429,44,28,0.6363636363636364,0,1,0,0,0,0,2,3,2,1,2
http:^^www.eecs.umich.edu^~teorey^,faculty,misc,1,32,89,0.8651685393258427,6.842696629213483,54,37,0.6851851851851852,0,5,4,0,0,1,9,7,5,3,8
http:^^www.cs.umd.edu^~perlis^,faculty,misc,0,41,36,0.9166666666666666,6.888888888888889,28,22,0.7857142857142857,0,2,1,0,0,1,0,0,0,1,0
http:^^caligari.dartmouth.edu^thayer^faculty^beckmann^beckmann.html,faculty,misc,12,69,648,0.5864197530864198,5.6265432098765435,66,46,0.696969696969697,0,4,2,0,1,3,17,25,17,19,18
http:^^www.ccs.neu.edu^home^gene^,faculty,misc,1,116,285,0.7508771929824561,6.5017543859649125,178,104,0.5842696629213483,0,3,34,2,2,3,14,15,15,17,10
http:^^www.eecs.umich.edu^~ravi^,faculty,misc,1,33,65,0.9384615384615385,7.861538461538461,42,19,0.4523809523809524,0,2,0,0,0,1,7,11,10,11,9
http:^^www.cis.uab.edu^info^faculty^bryant^bryant.html,faculty,misc,1,72,88,0.7159090909090909,6.568181818181818,97,57,0.5876288659793815,0,2,0,1,0,2,9,11,9,8,10
http:^^www.cs.ualberta.ca^~hoover^,faculty,misc,0,151,264,0.7689393939393939,6.988636363636363,191,90,0.4712041884816754,0,1,1,0,1,2,14,17,18,13,19
http:^^www.cs.umn.edu^faculty^djohnson.html,faculty,misc,0,37,93,0.8709677419354839,6.129032258064516,78,49,0.6282051282051282,0,3,0,1,1,2,6,9,8,7,8
http:^^www-cse.ucsd.edu^users^wgg^,faculty,misc,4,76,270,0.7222222222222222,6.281481481481482,135,62,0.45925925925925926,1,2,0,1,0,7,10,18,16,16,18
http:^^iul.cs.byu.edu^morse^morse.html,faculty,misc,7,135,298,0.674496644295302,6.258389261744966,114,72,0.631578947368421,2,2,15,0,0,8,10,12,10,10,13
http:^^al.cs.engr.uky.edu^~raphael^,faculty,misc,6,131,229,0.759825327510917,6.524017467248909,210,119,0.5666666666666667,0,2,0,1,0,5,5,14,13,13,9
http:^^cdps.umcs.maine.edu:80^~rmt^,faculty,misc,5,114,288,0.7395833333333334,6.975694444444445,154,79,0.512987012987013,1,2,1,2,0,1,9,15,14,14,14
http:^^www.cis.ksu.edu^~hankley^home.html,faculty,misc,1,68,83,0.7590361445783133,6.481927710843373,84,53,0.6309523809523809,1,4,14,0,1,5,9,11,9,8,9
http:^^www.mtsu.edu^academic^compsci^faculty^Cripps.html,faculty,misc,0,40,50,0.86,6.34,63,44,0.6984126984126984,7,1,4,0,0,1,2,3,2,1,2
http:^^www.eecs.umich.edu^systems^khargonekar.html,faculty,misc,25,183,740,0.504054054054054,6.04054054054054,101,50,0.49504950495049505,0,2,1,0,1,2,17,30,33,34,31
http:^^web.cps.msu.edu^fac^fac^weinberg.html,faculty,misc,1,36,42,0.8809523809523809,6.238095238095238,54,37,0.6851851851851852,0,1,2,0,0,0,2,3,3,3,4
http:^^www.beckman.uiuc.edu^groups^TB^people^Skeel.html,faculty,misc,6,73,409,0.6503667481662592,6.154034229828851,110,43,0.39090909090909093,0,4,0,0,0,3,15,17,20,15,13
http:^^home.cord.edu^faculty^cheuer^,faculty,misc,0,67,155,0.6774193548387096,5.470967741935484,55,38,0.6909090909090909,0,3,2,0,1,0,4,4,4,3,4
http:^^www.cs.tufts.edu^~ablumer^,faculty,misc,-1,38,76,0.7236842105263158,5.592105263157895,33,23,0.696969696969697,0,2,0,0,0,0,1,1,1,1,1
http:^^www.cs.unm.edu^~helman^,faculty,misc,0,107,278,0.6690647482014388,6.345323741007194,94,33,0.35106382978723405,0,3,0,0,2,2,5,9,6,9,6
http:^^www.cis.uab.edu^info^faculty^hyatt^hyatt.html,faculty,misc,11,149,652,0.5828220858895705,5.733128834355829,73,26,0.3561643835616438,0,1,0,1,1,2,15,37,34,37,18
http:^^www.cs.tamu.edu^faculty^amato^,faculty,misc,0,192,210,0.7095238095238096,7.052380952380952,205,94,0.4585365853658537,0,2,0,0,10,5,9,13,9,10,6
http:^^www.cis.ksu.edu^~dwyer^,faculty,misc,0,75,99,0.6868686868686869,6.717171717171717,248,48,0.1935483870967742,1,2,7,0,0,1,5,5,5,4,5
http:^^www.cs.ndsu.NoDak.edu^~hex^index.html,faculty,misc,4,184,828,0.4806763285024155,6.3393719806763285,112,22,0.19642857142857142,0,1,0,0,14,8,19,51,35,37,40
ftp:^^ftp.cim.mcgill.ca^pub^mobile-robot^dudek.html,faculty,misc,2,134,341,0.6803519061583577,5.87683284457478,57,33,0.5789473684210527,0,1,1,0,1,3,7,8,6,5,7
http:^^www.cs.twsu.edu^~nie^nie.html,faculty,misc,2,71,142,0.795774647887324,5.845070422535211,99,52,0.5252525252525253,1,4,12,0,0,4,5,9,8,7,7
http:^^www.cs.columbia.edu^~yener^,faculty,misc,-1,42,68,0.8676470588235294,7.411764705882353,43,31,0.7209302325581395,0,1,0,0,0,1,7,7,7,5,6
http:^^www.cs.umd.edu^~atchison^,faculty,misc,0,25,15,0.8666666666666667,8.266666666666667,23,15,0.6521739130434783,0,1,0,0,0,1,1,2,1,1,1
http:^^www.cs.ucdavis.edu^Faculty^Walters.html,faculty,misc,6,34,91,0.8131868131868132,6.571428571428571,30,18,0.6,0,1,0,2,1,1,5,8,8,5,6
http:^^www.cs.umn.edu^faculty^yew.html,faculty,misc,-2,52,240,0.5916666666666667,7.325,90,56,0.6222222222222222,1,3,0,1,1,3,25,31,31,24,28
http:^^www.cis.ksu.edu^~huth^home.html,faculty,misc,-1,172,456,0.5701754385964912,6.8618421052631575,182,77,0.4230769230769231,1,3,6,0,10,11,11,15,15,11,9
http:^^www.eecs.umich.edu^~irani^,faculty,misc,1,57,68,0.9411764705882353,7.102941176470588,68,33,0.4852941176470588,0,1,0,0,0,1,5,7,5,5,5
http:^^www.eecs.umich.edu^~davidson^,faculty,misc,2,92,228,0.6754385964912281,6.521929824561403,115,65,0.5652173913043478,1,3,11,0,1,2,21,29,25,29,17
http:^^iris.usc.edu^home^iris^medioni^User.html,faculty,misc,0,230,404,0.7178217821782178,6.517326732673268,273,113,0.4139194139194139,0,5,0,0,3,0,5,11,4,6,6
http:^^www.cs.usask.ca^homepages^faculty^eager^,faculty,misc,0,35,137,0.7372262773722628,5.583941605839416,46,28,0.6086956521739131,0,1,8,0,0,3,8,13,10,13,7
http:^^www.cs.uml.edu^~kim^,faculty,misc,1,57,83,0.7710843373493976,6.144578313253012,71,46,0.647887323943662,0,3,0,0,0,0,1,2,1,1,1
http:^^www.cs.arizona.edu^people^jhh^,faculty,misc,4,62,228,0.6578947368421053,5.399122807017544,64,37,0.578125,1,2,8,0,3,0,9,15,15,12,13
http:^^www.cs.vassar.edu^faculty^manning.html,faculty,misc,-1,35,87,0.6666666666666666,5.597701149425287,28,23,0.8214285714285714,1,1,0,0,0,2,2,4,2,1,2
http:^^www.scs.carleton.ca^scs^faculty^oppacher.html,faculty,misc,3,51,135,0.762962962962963,10.14074074074074,67,38,0.5671641791044776,0,2,0,0,0,0,5,5,4,4,7
http:^^www.cs.pitt.edu^~mosse^,faculty,misc,0,86,154,0.7727272727272727,6.961038961038961,122,61,0.5,2,1,18,0,0,0,7,5,7,5,7
http:^^www.cs.columbia.edu^info^research-guide^html^node27.html,faculty,misc,-2,70,323,0.6656346749226006,5.547987616099071,93,60,0.6451612903225806,0,1,0,0,0,1,7,6,5,5,7
http:^^www.cs.buffalo.edu^pub^WWW^faculty^bipin^,faculty,misc,0,24,38,0.868421052631579,6.973684210526316,21,14,0.6666666666666666,0,2,0,0,1,1,3,4,3,2,3
http:^^www.vuse.vanderbilt.edu^~biswas^homepage.html,faculty,misc,5,160,182,0.6648351648351648,6.8076923076923075,266,132,0.49624060150375937,14,2,28,0,0,7,7,11,6,7,9
http:^^www.cs.ualberta.ca^~juancho^,faculty,misc,2,61,112,0.8125,6.053571428571429,100,59,0.59,0,2,2,0,1,1,9,10,9,10,9
http:^^www.cs.umn.edu^faculty^petzold.html,faculty,misc,2,108,538,0.5241635687732342,6.434944237918216,73,42,0.5753424657534246,1,2,0,1,2,2,15,32,29,29,22
http:^^fas.sfu.ca^cs^people^Faculty^Han^index.html,faculty,misc,0,59,91,0.7802197802197802,6.978021978021978,119,78,0.6554621848739496,0,2,0,0,0,2,9,11,10,14,11
http:^^www.vuse.vanderbilt.edu^~raghavan^raghavan.html,faculty,misc,0,51,129,0.7364341085271318,6.155038759689923,59,39,0.6610169491525424,0,2,1,0,0,0,6,6,4,3,8
http:^^www-cse.ucsd.edu^users^kuan^,faculty,misc,6,104,270,0.5740740740740741,6.007407407407407,132,42,0.3181818181818182,2,2,3,0,7,0,10,16,9,12,10
http:^^www.cs.berkeley.edu^People^Faculty^Homepages^seidel.html,faculty,misc,5,178,272,0.6139705882352942,6.613970588235294,189,36,0.19047619047619047,0,2,0,0,0,1,2,4,2,3,1
http:^^www.ecl.wustl.edu^~rad^,faculty,misc,1,35,63,0.7777777777777778,6.492063492063492,37,17,0.4594594594594595,0,1,0,0,1,0,3,4,2,4,3
http:^^www.cs.tufts.edu^~vanvo^,faculty,misc,1,22,26,0.8846153846153846,4.576923076923077,28,22,0.7857142857142857,2,0,0,0,0,2,2,1,3,1,2
http:^^www.das.harvard.edu^users^faculty^Leslie_Valiant^Leslie_Valiant.html,faculty,misc,5,68,382,0.643979057591623,5.895287958115183,37,21,0.5675675675675675,1,0,0,0,0,0,2,11,8,7,3
http:^^web.cps.msu.edu^~torng^,faculty,misc,2,153,118,0.7203389830508474,8.330508474576272,179,84,0.4692737430167598,0,2,0,0,0,2,11,11,9,6,13
http:^^cs.nyu.edu^cs^faculty^berger^index.html,faculty,misc,1,69,79,0.8734177215189873,6.367088607594937,63,37,0.5873015873015873,0,3,0,0,0,1,5,7,7,7,6
http:^^www.cs.ucr.edu^~vahid^,faculty,misc,5,96,304,0.7006578947368421,6.809210526315789,71,27,0.38028169014084506,2,1,6,0,0,2,7,14,14,14,7
http:^^www.cs.buffalo.edu^pub^WWW^faculty^rapaport^,faculty,misc,0,66,172,0.686046511627907,7.656976744186046,102,60,0.5882352941176471,0,3,3,0,0,2,4,7,4,4,4
http:^^www.cs.pitt.edu^~panos^,faculty,misc,0,63,71,0.8309859154929577,7.577464788732394,114,62,0.543859649122807,0,1,0,0,1,1,2,4,3,4,2
http:^^www.cs.wustl.edu^~schmidt^,faculty,misc,1,133,161,0.7701863354037267,6.770186335403727,216,111,0.5138888888888888,14,2,1,1,1,1,6,9,5,6,6
http:^^www.cs.arizona.edu^people^gene^,faculty,misc,3,150,612,0.576797385620915,5.795751633986928,191,91,0.47643979057591623,5,2,17,0,0,1,6,11,11,11,8
http:^^www.cc.gatech.edu^gvu^people^Faculty^Mark.Guzdial.html,faculty,misc,30,159,800,0.52375,7.06625,154,72,0.4675324675324675,0,1,14,0,1,12,21,24,18,23,20
http:^^www.vuse.vanderbilt.edu^~jmf^jmf.html,faculty,misc,0,156,215,0.6744186046511628,5.9581395348837205,223,90,0.40358744394618834,11,2,8,0,1,4,8,8,6,6,8
